"municipality,""yyyymm"",""Prob_ZINBASE"""
"Pesqueira,""202210"",0.1257"
"Pesqueira,""202211"",0.1445"
"Pesqueira,""202212"",0.0005"
"Pesqueira,""202301"",0.134"
"Pesqueira,""202302"",0.1596"
"Pesqueira,""202303"",0.0701"
"Pesqueira,""202304"",0.0005"
"Pesqueira,""202305"",0.0082"
"Pesqueira,""202306"",0.0048"
"Petrolândia,""202102"",0.1478"
"Petrolândia,""202103"",0.2958"
"Petrolândia,""202104"",0.1778"
"Petrolândia,""202105"",0.0337"
"Petrolândia,""202106"",0.0218"
"Petrolândia,""202107"",0.2762"
"Petrolândia,""202108"",0.1636"
"Petrolândia,""202109"",0.5526"
"Petrolândia,""202110"",0.5372"
"Petrolândia,""202111"",0.2662"
"Petrolândia,""202112"",0.1423"
"Petrolândia,""202201"",0.0375"
"Petrolândia,""202202"",0.0384"
"Petrolândia,""202203"",0.0289"
"Petrolândia,""202204"",0.0599"
"Petrolândia,""202205"",0.1297"
"Petrolândia,""202206"",0.0357"
"Petrolândia,""202207"",0.0403"
"Petrolândia,""202208"",0.1362"
"Petrolândia,""202209"",0.2515"
"Petrolândia,""202210"",0.2009"
"Petrolândia,""202211"",0.2177"
"Petrolândia,""202212"",0.0472"
"Petrolândia,""202301"",0.0008"
"Petrolândia,""202302"",0.203"
"Petrolândia,""202303"",0.0118"
"Petrolândia,""202304"",0.0065"
"Petrolândia,""202305"",0.0071"
"Petrolândia,""202306"",0.0072"
"Petrolina,""202002"",0.0137"
"Petrolina,""202003"",0.0404"
"Petrolina,""202004"",0.0115"
"Petrolina,""202005"",0.0094"
"Petrolina,""202006"",0.0185"
"Petrolina,""202007"",0.0299"
"Petrolina,""202008"",0.0422"
"Petrolina,""202009"",0.1294"
"Petrolina,""202010"",0.2421"
"Petrolina,""202011"",0.1102"
"Petrolina,""202012"",0.0027"
"Petrolina,""202101"",0.143"
"Petrolina,""202102"",0.052"
"Petrolina,""202103"",0.0296"
"Petrolina,""202104"",0.0917"
"Petrolina,""202105"",0.0071"
"Petrolina,""202106"",0.0168"
"Petrolina,""202107"",0.1497"
"Petrolina,""202108"",0.1028"
"Petrolina,""202109"",0.3678"
"Petrolina,""202110"",0.3567"
"Petrolina,""202111"",0.0749"
"Petrolina,""202112"",0.0347"
"Petrolina,""202201"",0.0029"
"Petrolina,""202202"",0.0194"
"Petrolina,""202203"",0.0291"
"Petrolina,""202204"",0.0239"
"Petrolina,""202205"",0.0559"
"Petrolina,""202206"",0.0154"
"Petrolina,""202207"",0.0681"
"Petrolina,""202208"",0.1238"
"Petrolina,""202209"",0.202"
"Petrolina,""202210"",0.1011"
"Petrolina,""202211"",0.0352"
"Petrolina,""202212"",0.0004"
"Petrolina,""202301"",0.0205"
"Petrolina,""202302"",0.079"
"Petrolina,""202303"",0.0253"
"Petrolina,""202304"",0.0109"
"Petrolina,""202305"",0.0056"
"Petrolina,""202306"",0.0075"
"Poção,""202002"",0.3917"
"Poção,""202003"",0.1351"
"Poção,""202004"",0"
"Poção,""202005"",0.001"
"Poção,""202006"",0.0317"
"Poção,""202007"",0.0013"
"Poção,""202008"",0.0267"
"Poção,""202009"",0.103"
"Poção,""202010"",0.3767"
"Poção,""202011"",0.5457"
"Poção,""202012"",0.3195"
"Poção,""202101"",0.2282"
"Poção,""202102"",0.5066"
"Poção,""202103"",0.3164"
"Poção,""202104"",0.1521"
"Poção,""202105"",0.0052"
"Poção,""202106"",0.0002"
"Poção,""202107"",0.0515"
"Poção,""202108"",0.0154"
"Poção,""202109"",0.0487"
"Poção,""202110"",0.5561"
"Poção,""202111"",0.5944"
"Poção,""202112"",0.5786"
"Poção,""202201"",0.3251"
"Poção,""202202"",0.4029"
"Poção,""202203"",0.3414"
"Poção,""202204"",0.0089"
"Poção,""202205"",0.0535"
"Poção,""202206"",0.0071"
"Poção,""202207"",0.0025"
"Poção,""202208"",0.0115"
"Poção,""202209"",0.0522"
"Poção,""202210"",0.2204"
"Poção,""202211"",0.2507"
"Poção,""202212"",0.0137"
"Poção,""202301"",0.2797"
"Poção,""202302"",0.3024"
"Poção,""202303"",0.0858"
"Poção,""202304"",0.0046"
"Poção,""202305"",0.005"
"Poção,""202306"",0.0058"
"Quipapá,""202002"",0.199"
"Quipapá,""202003"",0.0655"
"Quipapá,""202004"",0.0033"
"Quipapá,""202005"",0.0065"
"Quipapá,""202006"",0.0056"
"Quipapá,""202007"",0.0007"
"Quipapá,""202008"",0.0032"
"Quipapá,""202009"",0.0135"
"Quipapá,""202010"",0.0432"
"Quipapá,""202011"",0.2566"
"Quipapá,""202012"",0.2015"
"Quipapá,""202101"",0.0856"
"Quipapá,""202102"",0.0609"
"Quipapá,""202103"",0.0537"
"Quipapá,""202104"",0.0015"
"Quipapá,""202105"",0.0022"
"Quipapá,""202106"",0.0003"
"Quipapá,""202107"",0.0032"
"Quipapá,""202108"",0.0016"
"Quipapá,""202109"",0.0047"
"Quipapá,""202110"",0.0128"
"Quipapá,""202111"",0.0732"
"Quipapá,""202112"",0.0447"
"Quipapá,""202201"",0.0187"
"Quipapá,""202202"",0.0429"
"Quipapá,""202203"",0.0638"
"Quipapá,""202204"",0.0013"
"Quipapá,""202205"",0.0062"
"Quipapá,""202206"",0.0002"
"Quipapá,""202207"",0"
"Quipapá,""202208"",0.0001"
"Quipapá,""202209"",0.0025"
"Quipapá,""202210"",0.0308"
"Quipapá,""202211"",0.0563"
"Quipapá,""202212"",0.0006"
"Quipapá,""202301"",0.0409"
"Quipapá,""202302"",0.029"
"Quipapá,""202303"",0.0182"
"Quipapá,""202304"",0.0043"
"Quipapá,""202305"",0.0013"
"Quipapá,""202306"",0.0002"
"Quixaba,""202002"",0.072"
"Quixaba,""202003"",0.0006"
"Quixaba,""202004"",0"
"Quixaba,""202005"",0.0194"
"Quixaba,""202006"",0.0336"
"Quixaba,""202007"",0.0463"
"Quixaba,""202008"",0.1276"
"Quixaba,""202009"",0.3529"
"Quixaba,""202010"",0.4052"
"Quixaba,""202011"",0.2734"
"Quixaba,""202012"",0.0225"
"Quixaba,""202101"",0.4912"
"Quixaba,""202102"",0.5163"
"Quixaba,""202103"",0.0984"
"Quixaba,""202104"",0.0992"
"Quixaba,""202105"",0.0013"
"Quixaba,""202106"",0.0561"
"Quixaba,""202107"",0.2295"
"Quixaba,""202108"",0.243"
"Quixaba,""202109"",0.3929"
"Quixaba,""202110"",0.5998"
"Quixaba,""202111"",0.5392"
"Quixaba,""202112"",0.5795"
"Quixaba,""202201"",0.1071"
"Quixaba,""202202"",0.0847"
"Quixaba,""202203"",0.0022"
"Quixaba,""202204"",0.0176"
"Quixaba,""202205"",0.0428"
"Quixaba,""202206"",0.0426"
"Quixaba,""202207"",0.0159"
"Quixaba,""202208"",0.1392"
"Quixaba,""202209"",0.3783"
"Quixaba,""202210"",0.2743"
"Quixaba,""202211"",0.1333"
"Quixaba,""202212"",0.0103"
"Quixaba,""202301"",0.1181"
"Quixaba,""202302"",0.1062"
"Quixaba,""202303"",0.0449"
"Quixaba,""202304"",0.0017"
"Quixaba,""202305"",0.0004"
"Quixaba,""202306"",0.0276"
"Recife,""202002"",0.0497"
"Recife,""202003"",0.0228"
"Recife,""202004"",0.0058"
"Recife,""202005"",0.0002"
"Recife,""202006"",0.0038"
"Recife,""202007"",0"
"Recife,""202008"",0.0001"
"Recife,""202009"",0.0068"
"Recife,""202010"",0.0208"
"Recife,""202011"",0.1023"
"Recife,""202012"",0.081"
"Recife,""202101"",0.0226"
"Recife,""202102"",0.0172"
"Recife,""202103"",0.0021"
"Recife,""202104"",0.0002"
"Recife,""202105"",0"
"Recife,""202106"",0"
"Recife,""202107"",0.0002"
"Recife,""202108"",0"
"Recife,""202109"",0"
"Recife,""202110"",0.0167"
"Recife,""202111"",0.0305"
"Recife,""202112"",0.0401"
"Recife,""202201"",0.0268"
"Recife,""202202"",0.0003"
"Recife,""202203"",0.0041"
"Recife,""202204"",0"
"Recife,""202205"",0.0005"
"Recife,""202206"",0"
"Recife,""202207"",0"
"Recife,""202208"",0.0001"
"Recife,""202209"",0.0001"
"Recife,""202210"",0.0067"
"Recife,""202211"",0.0107"
"Recife,""202212"",0.0062"
"Recife,""202301"",0.0098"
"Recife,""202302"",0.0058"
"Recife,""202303"",0.0001"
"Recife,""202304"",0"
"Recife,""202305"",0.0001"
"Recife,""202306"",0.0001"
"Riacho das Almas,""202002"",0.0109"
"Riacho das Almas,""202003"",0.2276"
"Riacho das Almas,""202004"",0.0025"
"Riacho das Almas,""202005"",0.0094"
"Riacho das Almas,""202006"",0.0265"
"Riacho das Almas,""202007"",0.0021"
"Riacho das Almas,""202008"",0.0429"
"Riacho das Almas,""202009"",0.1215"
"Riacho das Almas,""202010"",0.403"
"Riacho das Almas,""202011"",0.5412"
"Riacho das Almas,""202012"",0.3485"
"Riacho das Almas,""202101"",0.2377"
"Riacho das Almas,""202102"",0.5558"
"Riacho das Almas,""202103"",0.3273"
"Riacho das Almas,""202104"",0.0626"
"Riacho das Almas,""202105"",0.0592"
"Riacho das Almas,""202106"",0.0041"
"Riacho das Almas,""202107"",0.1058"
"Riacho das Almas,""202108"",0.071"
"Riacho das Almas,""202109"",0.375"
"Riacho das Almas,""202110"",0.614"
"Riacho das Almas,""202111"",0.6537"
"Riacho das Almas,""202112"",0.6047"
"Riacho das Almas,""202201"",0.1459"
"Riacho das Almas,""202202"",0.0332"
"Riacho das Almas,""202203"",0.2678"
"Riacho das Almas,""202204"",0.1393"
"Riacho das Almas,""202205"",0.1009"
"Riacho das Almas,""202206"",0.0018"
"Riacho das Almas,""202207"",0.0107"
"Riacho das Almas,""202208"",0.0312"
"Riacho das Almas,""202209"",0.0621"
"Riacho das Almas,""202210"",0.2851"
"Riacho das Almas,""202211"",0.2912"
"Riacho das Almas,""202212"",0.0078"
"Riacho das Almas,""202301"",0.0402"
"Riacho das Almas,""202302"",0.1946"
"Riacho das Almas,""202303"",0.0135"
"Riacho das Almas,""202304"",0.0041"
"Riacho das Almas,""202305"",0.0009"
"Riacho das Almas,""202306"",0.0062"
"Rio Formoso,""202002"",0.6498"
"Rio Formoso,""202003"",0.2763"
"Rio Formoso,""202004"",0.0613"
"Rio Formoso,""202005"",0.0882"
"Rio Formoso,""202006"",0.0241"
"Rio Formoso,""202007"",0.0016"
"Rio Formoso,""202008"",0.011"
"Rio Formoso,""202009"",0.1074"
"Rio Formoso,""202010"",0.2748"
"Rio Formoso,""202011"",0.6889"
"Rio Formoso,""202012"",0.514"
"Rio Formoso,""202101"",0.3899"
"Rio Formoso,""202102"",0.2352"
"Rio Formoso,""202103"",0.3635"
"Rio Formoso,""202104"",0.0182"
"Rio Formoso,""202105"",0.0051"
"Rio Formoso,""202106"",0.0004"
"Rio Formoso,""202107"",0.0266"
"Rio Formoso,""202108"",0.0098"
"Rio Formoso,""202109"",0.0108"
"Rio Formoso,""202110"",0.195"
"Rio Formoso,""202111"",0.3511"
"Rio Formoso,""202112"",0.3052"
"Rio Formoso,""202201"",0.0336"
"Rio Formoso,""202202"",0.0945"
"Rio Formoso,""202203"",0.1181"
"Rio Formoso,""202204"",0.0013"
"Rio Formoso,""202205"",0.0136"
"Rio Formoso,""202206"",0"
"Rio Formoso,""202207"",0.0001"
"Rio Formoso,""202208"",0.0005"
"Rio Formoso,""202209"",0.0176"
"Rio Formoso,""202210"",0.1189"
"Rio Formoso,""202211"",0.2118"
"Rio Formoso,""202212"",0.063"
"Rio Formoso,""202301"",0.1077"
"Rio Formoso,""202302"",0.0455"
"Rio Formoso,""202303"",0.0212"
"Rio Formoso,""202304"",0.0142"
"Rio Formoso,""202305"",0.0021"
"Rio Formoso,""202306"",0.0012"
"Salgueiro,""202002"",0.0533"
"Salgueiro,""202003"",0.0005"
"Salgueiro,""202004"",0.0047"
"Salgueiro,""202005"",0.0032"
"Salgueiro,""202006"",0.0123"
"Salgueiro,""202007"",0.0391"
"Salgueiro,""202008"",0.036"
"Salgueiro,""202009"",0.0979"
"Salgueiro,""202010"",0.1632"
"Salgueiro,""202011"",0.0319"
"Salgueiro,""202012"",0.0051"
"Salgueiro,""202101"",0.145"
"Salgueiro,""202102"",0.1959"
"Salgueiro,""202103"",0.0393"
"Salgueiro,""202104"",0.0137"
"Salgueiro,""202105"",0.017"
"Salgueiro,""202106"",0.009"
"Salgueiro,""202107"",0.0931"
"Salgueiro,""202108"",0.0789"
"Salgueiro,""202109"",0.1718"
"Salgueiro,""202110"",0.2259"
"Salgueiro,""202111"",0.169"
"Salgueiro,""202112"",0.0529"
"Salgueiro,""202201"",0.0204"
"Salgueiro,""202202"",0.0261"
"Salgueiro,""202203"",0.0188"
"Salgueiro,""202204"",0.0113"
"Salgueiro,""202205"",0.0404"
"Salgueiro,""202206"",0.0048"
"Salgueiro,""202207"",0.0414"
"Salgueiro,""202208"",0.1061"
"Salgueiro,""202209"",0.2433"
"Salgueiro,""202210"",0.1098"
"Salgueiro,""202211"",0.0205"
"Salgueiro,""202212"",0.0361"
"Salgueiro,""202301"",0.0284"
"Salgueiro,""202302"",0.1175"
"Salgueiro,""202303"",0.0239"
"Salgueiro,""202304"",0.0008"
"Salgueiro,""202305"",0.0075"
"Salgueiro,""202306"",0.0064"
"Saloá,""202202"",0.0847"
"Saloá,""202203"",0.2876"
"Saloá,""202204"",0.2386"
"Saloá,""202205"",0.3555"
"Saloá,""202206"",0.0057"
"Saloá,""202207"",0"
"Saloá,""202208"",0.0003"
"Saloá,""202209"",0.0566"
"Saloá,""202210"",0.3504"
"Saloá,""202211"",0.3684"
"Saloá,""202212"",0.0007"
"Saloá,""202301"",0.425"
"Saloá,""202302"",0.4919"
"Saloá,""202303"",0.2065"
"Saloá,""202304"",0.0372"
"Saloá,""202305"",0.0267"
"Saloá,""202306"",0.0078"
"Santa Cruz,""202002"",0.1672"
"Santa Cruz,""202003"",0.0088"
"Santa Cruz,""202004"",0.0004"
"Santa Cruz,""202005"",0.0209"
"Santa Cruz,""202006"",0.0392"
"Santa Cruz,""202007"",0.1647"
"Santa Cruz,""202008"",0.2429"
"Santa Cruz,""202009"",0.5669"
"Santa Cruz,""202010"",0.6174"
"Santa Cruz,""202011"",0.4707"
"Santa Cruz,""202012"",0.0919"
"Santa Cruz do Capibaribe,""202102"",0.3579"
"Santa Cruz do Capibaribe,""202103"",0.1386"
"Santa Cruz do Capibaribe,""202104"",0.0518"
"Santa Cruz do Capibaribe,""202105"",0.0408"
"Santa Cruz do Capibaribe,""202106"",0.0024"
"Santa Cruz do Capibaribe,""202107"",0.0546"
"Santa Cruz do Capibaribe,""202108"",0.027"
"Santa Cruz do Capibaribe,""202109"",0.1774"
"Santa Cruz do Capibaribe,""202110"",0.3985"
"Santa Cruz do Capibaribe,""202111"",0.443"
"Santa Cruz do Capibaribe,""202112"",0.4105"
"Santa Cruz do Capibaribe,""202201"",0.1181"
"Santa Cruz do Capibaribe,""202202"",0.2101"
"Santa Cruz do Capibaribe,""202203"",0.0888"
"Santa Cruz do Capibaribe,""202204"",0.0622"
"Santa Cruz do Capibaribe,""202205"",0.095"
"Santa Cruz do Capibaribe,""202206"",0.0039"
"Santa Cruz do Capibaribe,""202207"",0.005"
"Santa Cruz do Capibaribe,""202208"",0.0081"
"Santa Cruz do Capibaribe,""202209"",0.0284"
"Santa Cruz do Capibaribe,""202210"",0.0947"
"Santa Cruz do Capibaribe,""202211"",0.1018"
"Santa Cruz do Capibaribe,""202212"",0.0071"
"Santa Cruz do Capibaribe,""202301"",0.0503"
"Santa Cruz do Capibaribe,""202302"",0.1423"
"Santa Cruz do Capibaribe,""202303"",0.0304"
"Santa Cruz do Capibaribe,""202304"",0.0012"
"Santa Cruz do Capibaribe,""202305"",0.0027"
"Santa Cruz do Capibaribe,""202306"",0.0016"
"Santa Filomena,""202002"",0.2408"
"Santa Filomena,""202003"",0.0741"
"Santa Filomena,""202004"",0.0036"
"Santa Filomena,""202005"",0.1152"
"Santa Filomena,""202006"",0.164"
"Santa Filomena,""202007"",0.4082"
"Santa Filomena,""202008"",0.428"
"Santa Filomena,""202009"",0.6955"
"Santa Filomena,""202010"",0.7405"
"Santa Filomena,""202011"",0.5541"
"Santa Filomena,""202012"",0.2152"
"Santa Filomena,""202201"",0.7313"
"Santa Filomena,""202202"",0.2092"
"Santa Filomena,""202203"",0.4538"
"Santa Filomena,""202204"",0.376"
"Santa Filomena,""202205"",0.1214"
"Santa Filomena,""202206"",0.2537"
"Santa Filomena,""202207"",0.6707"
"Santa Filomena,""202208"",0.6844"
"Santa Filomena,""202209"",0.8524"
"Santa Filomena,""202210"",0.6986"
"Santa Filomena,""202211"",0.4896"
"Santa Filomena,""202212"",0.1568"
"Santa Filomena,""202301"",0.568"
"Santa Filomena,""202302"",0.5059"
"Santa Filomena,""202303"",0.127"
"Santa Filomena,""202304"",0.05"
"Santa Filomena,""202305"",0.1659"
"Santa Filomena,""202306"",0.1026"
"Santa Maria da Boa Vista,""202102"",0.7082"
"Santa Maria da Boa Vista,""202103"",0.4854"
"Santa Maria da Boa Vista,""202104"",0.7799"
"Santa Maria da Boa Vista,""202105"",0.4082"
"Santa Maria da Boa Vista,""202106"",0.3636"
"Santa Maria da Boa Vista,""202107"",0.8308"
"Santa Maria da Boa Vista,""202108"",0.7452"
"Santa Maria da Boa Vista,""202109"",0.9557"
"Santa Maria da Boa Vista,""202110"",0.9336"
"Santa Maria da Boa Vista,""202111"",0.712"
"Santa Maria da Boa Vista,""202112"",0.4405"
"Santa Maria da Boa Vista,""202201"",0.0465"
"Santa Maria da Boa Vista,""202202"",0.6559"
"Santa Maria da Boa Vista,""202203"",0.244"
"Santa Maria da Boa Vista,""202204"",0.241"
"Santa Maria da Boa Vista,""202205"",0.5056"
"Santa Maria da Boa Vista,""202206"",0.3622"
"Santa Maria da Boa Vista,""202207"",0.6468"
"Santa Maria da Boa Vista,""202208"",0.695"
"Santa Maria da Boa Vista,""202209"",0.8763"
"Santa Maria da Boa Vista,""202210"",0.7994"
"Santa Maria da Boa Vista,""202211"",0.5722"
"Santa Maria da Boa Vista,""202212"",0.1404"
"Santa Maria da Boa Vista,""202301"",0.8459"
"Santa Maria da Boa Vista,""202302"",0.9333"
"Santa Maria da Boa Vista,""202303"",0.5357"
"Santa Maria da Boa Vista,""202304"",0.0458"
"Santa Maria da Boa Vista,""202305"",0.2909"
"Santa Maria da Boa Vista,""202306"",0.2344"
"Santa Terezinha,""202002"",0.0398"
"Santa Terezinha,""202003"",0.0001"
"Santa Terezinha,""202004"",0.0005"
"Santa Terezinha,""202005"",0.0022"
"Santa Terezinha,""202006"",0.003"
"Santa Terezinha,""202007"",0.0408"
"Santa Terezinha,""202008"",0.052"
"Santa Terezinha,""202009"",0.2287"
"Santa Terezinha,""202010"",0.2659"
"Santa Terezinha,""202011"",0.1698"
"Santa Terezinha,""202012"",0.056"
"Santa Terezinha,""202201"",0.1605"
"Santa Terezinha,""202202"",0.0072"
"Santa Terezinha,""202203"",0.0256"
"Santa Terezinha,""202204"",0.0015"
"Santa Terezinha,""202205"",0.0167"
"Santa Terezinha,""202206"",0.0158"
"Santa Terezinha,""202207"",0.0291"
"Santa Terezinha,""202208"",0.0942"
"Santa Terezinha,""202209"",0.0826"
"Santa Terezinha,""202210"",0.0932"
"Santa Terezinha,""202211"",0.0944"
"Santa Terezinha,""202212"",0.005"
"Santa Terezinha,""202301"",0.0961"
"Santa Terezinha,""202302"",0.0513"
"Santa Terezinha,""202303"",0.0026"
"Santa Terezinha,""202304"",0.0016"
"Santa Terezinha,""202305"",0.0003"
"Santa Terezinha,""202306"",0.0042"
"São Bento do Una,""202102"",0.5896"
"São Bento do Una,""202103"",0.4189"
"São Bento do Una,""202104"",0.1123"
"São Bento do Una,""202105"",0.0141"
"São Bento do Una,""202106"",0.0015"
"São Bento do Una,""202107"",0.0704"
"São Bento do Una,""202108"",0.0292"
"São Bento do Una,""202109"",0.1798"
"São Bento do Una,""202110"",0.6068"
"São Bento do Una,""202111"",0.6875"
"São Bento do Una,""202112"",0.6772"
"São Bento do Una,""202201"",0.1229"
"São Bento do Una,""202202"",0.1564"
"São Bento do Una,""202203"",0.2654"
"São Bento do Una,""202204"",0.0615"
"São Bento do Una,""202205"",0.0904"
"São Bento do Una,""202206"",0.0013"
"São Bento do Una,""202207"",0.0009"
"São Bento do Una,""202208"",0.0018"
"São Bento do Una,""202209"",0.0276"
"São Bento do Una,""202210"",0.1836"
"São Bento do Una,""202211"",0.2158"
"São Bento do Una,""202212"",0.0117"
"São Bento do Una,""202301"",0.1262"
"São Bento do Una,""202302"",0.2391"
"São Bento do Una,""202303"",0.0506"
"São Bento do Una,""202304"",0.0124"
"São Bento do Una,""202305"",0.0062"
"São Bento do Una,""202306"",0.0032"
"São João,""202102"",0.3661"
"São João,""202103"",0.2089"
"São João,""202104"",0.0277"
"São João,""202105"",0.0023"
"São João,""202106"",0.0004"
"São João,""202107"",0.0078"
"São João,""202108"",0.0068"
"São João,""202109"",0.0213"
"São João,""202110"",0.2384"
"São João,""202111"",0.4251"
"São João,""202112"",0.4248"
"São João,""202201"",0.0576"
"São João,""202202"",0.3497"
"São João,""202203"",0.2007"
"São João,""202204"",0.0214"
"São João,""202205"",0.0368"
"São João,""202206"",0.0003"
"São João,""202207"",0.0001"
"São João,""202208"",0.0002"
"São João,""202209"",0.0181"
"São João,""202210"",0.1215"
"São João,""202211"",0.1909"
"São João,""202212"",0.0038"
"São João,""202301"",0.0801"
"São João,""202302"",0.2092"
"São João,""202303"",0.0313"
"São João,""202304"",0.0115"
"São João,""202305"",0.0053"
"São João,""202306"",0.0024"
"São Joaquim do Monte,""202002"",0.1041"
"São Joaquim do Monte,""202003"",0.0702"
"São Joaquim do Monte,""202004"",0.0034"
"São Joaquim do Monte,""202005"",0.0025"
"São Joaquim do Monte,""202006"",0.0006"
"São Joaquim do Monte,""202007"",0"
"São Joaquim do Monte,""202008"",0.0007"
"São Joaquim do Monte,""202009"",0.0097"
"São Joaquim do Monte,""202010"",0.0629"
"São Joaquim do Monte,""202011"",0.2967"
"São Joaquim do Monte,""202012"",0.13"
"São José do Belmonte,""202002"",0.0049"
"São José do Belmonte,""202003"",0.0003"
"São José do Belmonte,""202004"",0.0012"
"São José do Belmonte,""202005"",0.0035"
"São José do Belmonte,""202006"",0.0239"
"São José do Belmonte,""202007"",0.1525"
"São José do Belmonte,""202008"",0.2836"
"São José do Belmonte,""202009"",0.5695"
"São José do Belmonte,""202010"",0.5998"
"São José do Belmonte,""202011"",0.4668"
"São José do Belmonte,""202012"",0.0269"
"São José do Belmonte,""202201"",0.2987"
"São José do Belmonte,""202202"",0.1289"
"São José do Belmonte,""202203"",0.1349"
"São José do Belmonte,""202204"",0.0116"
"São José do Belmonte,""202205"",0.0531"
"São José do Belmonte,""202206"",0.0925"
"São José do Belmonte,""202207"",0.1268"
"São José do Belmonte,""202208"",0.3517"
"São José do Belmonte,""202209"",0.6363"
"São José do Belmonte,""202210"",0.4558"
"São José do Belmonte,""202211"",0.1681"
"São José do Belmonte,""202212"",0.0503"
"São José do Belmonte,""202301"",0.1043"
"São José do Belmonte,""202302"",0.2129"
"São José do Belmonte,""202303"",0.0406"
"São José do Belmonte,""202304"",0.0001"
"São José do Belmonte,""202305"",0.0498"
"São José do Belmonte,""202306"",0.0046"
"São José do Egito,""202202"",0.0085"
"São José do Egito,""202203"",0.0208"
"São José do Egito,""202204"",0.0023"
"São José do Egito,""202205"",0.0162"
"São José do Egito,""202206"",0.0138"
"São José do Egito,""202207"",0.0173"
"São José do Egito,""202208"",0.0461"
"São José do Egito,""202209"",0.1464"
"São José do Egito,""202210"",0.0986"
"São José do Egito,""202211"",0.0622"
"São José do Egito,""202212"",0.0068"
"São José do Egito,""202301"",0.022"
"São José do Egito,""202302"",0.0636"
"São José do Egito,""202303"",0.0104"
"São José do Egito,""202304"",0.0003"
"São José do Egito,""202305"",0.0036"
"São José do Egito,""202306"",0.0062"
"São Lourenço da Mata,""202102"",0.0828"
"São Lourenço da Mata,""202103"",0.063"
"São Lourenço da Mata,""202104"",0.0076"
"São Lourenço da Mata,""202105"",0.0004"
"São Lourenço da Mata,""202106"",0"
"São Lourenço da Mata,""202107"",0.0059"
"São Lourenço da Mata,""202108"",0.0021"
"São Lourenço da Mata,""202109"",0.0016"
"São Lourenço da Mata,""202110"",0.0409"
"São Lourenço da Mata,""202111"",0.0731"
"São Lourenço da Mata,""202112"",0.0838"
"São Lourenço da Mata,""202201"",0.0108"
"São Lourenço da Mata,""202202"",0.0115"
"São Lourenço da Mata,""202203"",0.0275"
"São Lourenço da Mata,""202204"",0"
"São Lourenço da Mata,""202205"",0.0072"
"São Lourenço da Mata,""202206"",0"
"São Lourenço da Mata,""202207"",0"
"São Lourenço da Mata,""202208"",0.0003"
"São Lourenço da Mata,""202209"",0.0035"
"São Lourenço da Mata,""202210"",0.0288"
"São Lourenço da Mata,""202211"",0.057"
"São Lourenço da Mata,""202212"",0.0257"
"São Lourenço da Mata,""202301"",0.0238"
"São Lourenço da Mata,""202302"",0.01"
"São Lourenço da Mata,""202303"",0.0038"
"São Lourenço da Mata,""202304"",0.0036"
"São Lourenço da Mata,""202305"",0.0005"
"São Lourenço da Mata,""202306"",0.0005"
"São Vicente Férrer,""202002"",0.5262"
"São Vicente Férrer,""202003"",0.1065"
"São Vicente Férrer,""202004"",0.0151"
"São Vicente Férrer,""202005"",0.0288"
"São Vicente Férrer,""202006"",0.002"
"São Vicente Férrer,""202007"",0.0007"
"São Vicente Férrer,""202008"",0.0014"
"São Vicente Férrer,""202009"",0.0948"
"São Vicente Férrer,""202010"",0.3261"
"São Vicente Férrer,""202011"",0.6146"
"São Vicente Férrer,""202012"",0.4253"
"São Vicente Férrer,""202201"",0.3327"
"São Vicente Férrer,""202202"",0.0237"
"São Vicente Férrer,""202203"",0.4041"
"São Vicente Férrer,""202204"",0.0056"
"São Vicente Férrer,""202205"",0.0465"
"São Vicente Férrer,""202206"",0"
"São Vicente Férrer,""202207"",0.0002"
"São Vicente Férrer,""202208"",0.0001"
"São Vicente Férrer,""202209"",0.0471"
"São Vicente Férrer,""202210"",0.1126"
"São Vicente Férrer,""202211"",0.3546"
"São Vicente Férrer,""202212"",0.1485"
"São Vicente Férrer,""202301"",0.2271"
"São Vicente Férrer,""202302"",0.2464"
"São Vicente Férrer,""202303"",0.0323"
"São Vicente Férrer,""202304"",0.0475"
"São Vicente Férrer,""202305"",0.0035"
"São Vicente Férrer,""202306"",0.0024"
"Serra Talhada,""202002"",0.0408"
"Serra Talhada,""202003"",0.0049"
"Serra Talhada,""202004"",0.0001"
"Serra Talhada,""202005"",0.0014"
"Serra Talhada,""202006"",0.0016"
"Serra Talhada,""202007"",0.0093"
"Serra Talhada,""202008"",0.0522"
"Serra Talhada,""202009"",0.1873"
"Serra Talhada,""202010"",0.0705"
"Serra Talhada,""202011"",0.0877"
"Serra Talhada,""202012"",0.0015"
"Serra Talhada,""202101"",0.1499"
"Serra Talhada,""202102"",0.2443"
"Serra Talhada,""202103"",0.0107"
"Serra Talhada,""202104"",0.0013"
"Serra Talhada,""202105"",0.0003"
"Serra Talhada,""202106"",0.0091"
"Serra Talhada,""202107"",0.072"
"Serra Talhada,""202108"",0.0518"
"Serra Talhada,""202109"",0.2444"
"Serra Talhada,""202110"",0.2631"
"Serra Talhada,""202111"",0.096"
"Serra Talhada,""202112"",0.0967"
"Serra Talhada,""202201"",0.0101"
"Serra Talhada,""202202"",0.0057"
"Serra Talhada,""202203"",0.0053"
"Serra Talhada,""202204"",0.0015"
"Serra Talhada,""202205"",0.0348"
"Serra Talhada,""202206"",0.0198"
"Serra Talhada,""202207"",0.0333"
"Serra Talhada,""202208"",0.1106"
